"Income" "Age" "Spending_Score" "Shopping_Frequency" "Brand_Loyalty" "Website_Visits" "Social_Media_Engagement" "Email_Open_Rate" "Customer_Satisfaction_Score" "Promotions_Utilized" "Cart_Abandonment_Rate"
"24" 68220.120487589 32.5510164869484 41.9494317450645 10 11.6451343945765 33 55.5396535416057 62.3347918270156 84.7932756627504 4 52.7078629937023
"25" 78427.9019189745 24.0843232122716 72.8155531892264 13 14.3090084301391 24 72.029998365982 64.9416590342298 70.5785331964652 5 0.600075931288302
"26" 43542.963025907 35.5702207928989 25.6781925461489 7 9.19492979862288 25 48.6764006672821 57.1998800849542 110.943465291852 3 69.9439435033128
"27" 46140.9592584661 39.8533845595084 25.5820189503199 7 6.40124151651952 38 53.6242818839722 9.48341067414731 62.1065999672416 2 92.1243268530816
"28" 23552.5537220783 20.1905848777387 24.1949527880494 6 5.55171409995937 37 52.6452599539677 64.6089478395879 97.4690543445544 1 87.1995389927179
"29" 56901.4603224691 64.4132613642141 -4.5610486126737 6 7.37677806410977 36 71.0557577863459 68.0550352437422 90.7216644351616 1 38.0861275130883
"30" 40400.0768605982 60.6972595283296 3.17481144809949 5 5.04228474154796 28 36.0070790985773 26.0266114259139 65.9472668885746 5 75.3952153259888
"31" 56831.7518486183 64.0313368937932 0.0295809842477128 6 7.05677019379052 27 46.2767883336128 90.2734345756471 72.4658048871511 5 27.4482714710757
"32" 60572.5600584323 26.0121940469835 53.6233994639589 11 13.4655408126832 24 56.6754834792837 99.4994562119246 66.2318698834785 2 2.3182041477412
"33" 65526.5528295488 20.0085155807901 56.5600931425787 12 15.4850684627337 26 41.1742691585167 31.2406168552116 76.690698577093 1 50.7843573810533
"34" 40866.1043688918 24.7131211059168 29.0292943541097 7 7.48402648928392 34 40.7147625613527 12.6999367261305 77.3771647646853 3 69.5737953530625
"35" 57574.3268494696 34.9472995526157 40.6434605057806 9 9.02665338437895 30 83.2903065297287 64.3583927769214 60.1697736305138 4 72.6623334223405
"36" 24244.8698138999 43.5877658333629 8.10497515730542 3 1.94417308666726 31 52.0424903573065 37.837662990205 82.8525190335391 1 48.7049412447959
"37" 38233.1148743076 62.0576410712674 -0.907956874906028 6 5.78434161128441 25 41.6266601558217 93.4852591017261 93.5449549713724 4 94.2219854332507
"38" 37236.3860873522 47.8707966967486 14.1359107507446 4 3.78350696843158 31 53.9883722635595 66.1383914295584 96.1995086440405 1 38.5052077937871
"39" 13786.8852508005 40.7830869844183 5.50174644570687 3 1.64844436714135 24 45.2903130955838 87.9599241307005 58.4803952411786 0 65.1198427192867
"40" 50541.8391033838 22.0371226929128 55.5323932777412 10 11.4283497671249 27 37.330184708521 66.6958688292652 73.9889440135768 4 56.3123589381576
"41" 53089.9790030038 62.4109197920188 4.2222150209414 7 9.03971621813958 32 55.2453302508032 42.644271440804 66.4858810096958 1 13.0316500784829
"42" 44584.14052177 34.2955472751055 29.9340053531167 7 7.05029481120286 29 67.9973453071595 12.117423536256 76.0246047174747 3 18.0353465722874
"43" 61372.4485354928 35.3592724953778 43.3601410005489 10 9.98438282683527 37 70.7217924207295 95.8011272363365 76.8332831228496 4 46.8401821097359
"44" 39099.4275938514 47.3349909207318 14.3958352630545 6 5.07042078538647 31 39.3456849990185 44.0314306179062 62.5011241197244 2 99.9679790111259
"45" 29475.7843337106 52.188073793659 8.27862560161113 4 4.88668134608616 27 28.1800821846755 44.5281862746924 74.1410229728069 4 54.2820695089176
"46" 56492.2703883308 27.3026211217511 39.946485135083 10 10.9733817224659 31 65.7411099810965 8.08881823904812 90.7260666874308 4 65.1126524433494
"47" 37829.1023571999 45.6696144037414 4.09367764174575 4 2.31147884416715 34 55.7010516425144 15.2905059978366 72.5440979300384 0 56.5230777021497
"48" 71661.5189258188 57.6161668472923 5.22219339261124 9 9.93798309108225 35 39.7309677761076 82.0517539978027 69.1432688550593 1 78.699166350998
"49" 43528.3069607998 64.9708145176992 0.597576822015509 5 5.34091174729932 36 40.3591776143297 34.7392267780378 83.6581640217799 3 83.7551409611478
"50" 59834.7182510331 18.5375977207441 53.9838284267164 12 12.3554312683487 30 38.240617204134 17.8884231019765 77.9246423627828 2 23.209789255634
"51" 54828.8789780592 56.6025969509501 13.2402131341857 6 5.32585002323731 34 52.866478899184 76.4815728878602 81.6278648704164 4 46.5230552479625
"52" 38242.4158867944 27.6643198444508 34.0042790867753 7 6.93320438587247 25 53.6384050624149 13.0041795084253 85.5700730037899 3 52.4360027164221
"53" 73635.9127968797 23.3488280060701 66.3426897532669 15 16.1080122656989 31 52.2154674260365 81.5932997502387 70.3460518380709 5 21.7170478310436
"54" 59643.4895857597 50.3400261891074 17.5953758167481 8 8.12253183691056 28 47.622915953516 49.767216714099 69.7641426297208 3 79.7802418237552
"55" 51346.4096989941 30.829182012938 30.5023766569171 8 6.37405704526157 36 47.6260009698343 87.9113807342947 58.7697040734083 1 91.8131498619914
"56" 54148.2612093719 56.6889843200333 8.030355530104 6 6.39035577998713 37 52.4389110030789 10.4533874662593 59.9802656960994 1 10.4128674603999
"57" 60189.3322408291 48.2866309022065 19.1390286628606 9 10.8534149592333 23 53.3714991716673 87.4156221514568 87.5330455328339 0 99.69769672025
"58" 51347.4932986862 42.8114072028548 27.5571801898052 8 9.83345957906016 19 38.0167229167178 58.4255188703537 71.0169441845022 2 35.9035870293155
"59" 5103.64875270598 19.3465955008287 11.5005719588281 2 3.78189468682023 31 65.5537304244255 56.3487589824945 74.4767971687883 3 38.1949321599677
"60" 54273.2443029599 31.4969918450806 41.1927961553448 8 8.98671928716241 35 35.8647235970425 28.923545521684 68.4842586184788 5 14.5553538808599
"61" 44491.4803588854 19.6724258374888 37.2668738254448 10 9.65104916807516 32 37.2964739705445 59.5790769439191 67.1093145932553 2 82.6409351546317
"62" 52778.4584729841 60.1997938209679 13.7453584946889 7 8.1140431183048 29 35.8911137039808 26.4900410315022 85.5074719933403 1 68.5308350715786
"63" 58727.3559104826 24.15554001485 56.0876617265025 12 14.2766381347991 30 69.7343141500968 42.3443772131577 70.3876530055233 2 86.0465443693101
"64" 70996.0524093902 20.4178721739445 68.461331263644 12 15.2909602959461 42 55.2808604581338 5.53559535183012 61.613873872416 3 59.0394333936274
"65" 39090.619107883 35.1054865724873 13.8313012426837 5 6.09807239902611 37 49.8415835997908 56.3323730137199 62.1357050590464 0 82.1238730335608
"66" 69538.1394806622 50.6875968012027 16.4027716932223 8 10.3379483292259 30 42.118409719952 0.663479440845549 80.514014846066 2 7.62452888302505
"67" 55037.7217962811 59.9385291726794 5.58419473360974 5 5.89705694168689 28 49.7844291558206 95.735769579187 49.6026178379131 1 34.229223546572
"68" 65577.5914804643 29.4809811681043 53.365076459847 13 13.1407845116763 40 45.5228123732329 86.6564126918092 79.400598036305 5 28.6558490479365
"69" 63810.9285243597 36.4224206563085 32.8996677853046 11 11.3086745177526 30 66.3964123951758 4.98399033676833 53.634622708651 1 74.6815570397303
"70" 60813.1724430029 47.147280639736 39.1555799121827 9 11.8009914018316 32 54.4359076312695 96.0839955834672 67.9180030062657 5 44.4111111573875
"71" 34353.2159214822 44.5313579309732 2.19180512007166 3 3.83742258781387 37 34.8228926436113 93.5049906373024 55.580575861554 3 89.0098298201337
"72" 48647.2042008394 19.9458738430403 45.4534637692445 11 11.2038640548576 26 37.1624120659564 89.5532578229904 102.258365981322 1 11.873197928071
"73" 59352.7724299932 40.2894438342191 29.9072935225472 7 6.98816353646415 30 57.6370943478473 38.6762317270041 84.8719369877667 5 99.8600093182176
"74" 35697.1496334148 62.6126459736843 -1.50360620213154 4 3.27241186903719 32 40.2698022541582 46.7508682049811 79.1304927807467 3 64.5418038358912
"75" 41857.5677813922 29.2955732152332 30.2029286637231 7 7.59789281546239 30 51.8196875460203 37.9191788379103 88.3987644273905 2 65.5299861216918
"76" 58714.9474652252 49.8726600033697 22.6098688344733 8 8.53434233091268 34 44.528595786671 55.8541167527437 94.5662013184877 1 41.4760776096955
"77" 61522.6810675189 60.9313126546331 0.954420746868142 6 5.67452775607944 34 47.9537837932202 82.8426464926451 51.3549033105575 4 52.8518449282274
"78" 56956.5138281025 20.1423317277804 43.9462801736562 11 13.2592466930264 33 51.5011037264355 63.8554447796196 62.7921601608552 4 88.4869313798845
"79" 36713.3555388548 24.412075168686 32.1734972782286 6 6.32510396039034 38 60.1578454148716 16.7354606091976 86.4608227436196 5 17.139217723161
"80" 33503.2865202822 22.716648953734 30.1319908365972 7 8.0514108721165 27 50.610332875504 36.8005266878754 67.7879237063901 4 29.3045405996963
"81" 72690.6051470739 37.2537669041194 42.8470600209364 13 14.1720949557317 31 50.8839439924007 78.5224476130679 81.274480652037 1 50.534550473094
"82" 53868.8215629805 63.5875487248413 4.95871453678896 4 4.53267156929287 29 58.1743940755525 68.8871439546347 81.465094287269 4 55.9080643812194
"83" 51326.6034373938 35.1072786047589 32.5786690749846 7 8.62569844660963 30 50.9250836352261 57.6628657523543 75.8211626950949 4 75.991022749804
"84" 48186.5519369137 52.0703664366156 17.1362874763663 7 8.22370867438831 34 50.7561713936637 79.6692946692929 102.482045391568 4 11.9671768974513
"85" 32085.0665725921 51.026032732334 -0.514194321340394 2 3.01651043992548 37 49.2931675801183 57.8256985638291 75.1114904424069 3 74.7196746291593
"86" 59179.9534706058 19.1662862058729 52.0705241149603 10 9.16170806720483 28 46.9654815944126 82.833637483418 73.1198876644172 3 67.6737210480496
"87" 46742.9023138022 62.4619313979056 4.26818280970367 5 5.55341323180957 26 66.665996411163 31.4716486027464 84.1866474337656 3 18.2419465854764
"88" 47258.6494050212 43.0741009246558 20.2820688084849 6 6.26622672146877 30 42.1047818928628 87.8077268600464 76.7568414855 1 35.8736352063715
"89" 64000.1949285674 50.7265308033675 24.1601455617452 10 10.4164426980862 32 43.3053800219229 77.5542916264385 50.497444811775 2 50.1902833580971
"90" 62326.5966576237 20.1271026269533 54.4822512784066 11 11.5834615376884 28 29.8168141894932 33.681679610163 74.8560872592648 4 2.71316736470908
"91" 70881.7456390141 61.0788571629673 9.53307641118193 8 10.6107803637524 26 36.0323166849547 81.0602595563978 56.8542320224255 3 13.9418526086956
"92" 42857.3911541799 19.5436783863697 38.1056098232515 9 10.0296046587866 37 43.244742279337 63.1037615705281 77.9899653442517 4 50.711428374052
"93" 59755.2284108946 54.5329703229945 7.74245326829493 5 5.3543993650179 24 57.2714125497457 28.1548105878755 66.4961208529419 2 65.7782512018457
"94" 70866.65684585 42.7286634612828 31.8667222231165 10 12.1075810297844 28 47.1754044782014 45.7702845567837 43.9849941362815 0 64.0028189402074
"95" 33338.1668082815 30.5077285312582 24.7150476758744 7 6.74462396950363 40 48.9025906885953 39.5533009199426 67.4384693407146 3 53.6184976808727
"96" 37088.1111968324 41.7319957253058 12.2225759342496 5 5.39937623537762 17 46.4051388471228 9.9032066995278 72.89965217654 3 75.7270624628291
"97" 33023.9197871935 43.0272770342417 11.6188096102761 2 3.52785979733529 34 41.6693310331826 77.772238990292 94.2689357074328 1 88.7850113213062
"98" 28111.7900074641 22.0829011180904 19.4388018514385 4 3.76494965006745 30 48.6973691508042 18.1923298398033 83.5272913761446 0 68.4526180615649
"99" 51199.7382986174 61.033267198829 9.40505459774563 7 6.79128651749837 29 48.8755329481327 74.87310343422 85.1325353924098 4 55.9869718039408
"100" 59798.0650947379 44.5083883362822 29.6895254216365 9 9.35056297969356 28 60.8584975682743 38.8229815755039 81.4557483064775 3 48.327162140049
"101" 68014.4806339774 20.7838347319048 58.8233114705512 12 12.3021748898652 25 55.926442407017 3.61216757446527 37.1643292397501 0 84.2965764459223
"102" 65671.2663075159 49.6181076299399 24.2792481088641 9 10.2358375767353 34 52.4671474053221 60.5108516290784 79.0185766661651 3 89.4366277847439
"103" 34951.8702974023 47.4841658545192 11.7478623143674 5 5.55872548386864 28 44.1892872046672 55.45925416518 86.8023310926797 4 72.254175436683
"104" 77727.2285250912 21.4242047374137 66.4974198640035 14 16.6210176695028 29 34.9411644989981 88.9584108721465 53.6490429335198 2 94.8004542151466
"105" 39998.3988686327 38.5721375464927 24.5968847227708 7 9.21937856443501 29 55.2729146208112 5.95050149131566 64.4261459585014 4 19.7914241813123
"106" 51582.707186841 48.152415060671 16.8755471797221 7 9.00090004603241 33 36.8401184681419 79.4326504226774 55.1296342189245 0 8.9549409924075
"107" 43666.1617719672 56.0685658953153 12.6988026223582 5 4.09137258135148 30 41.946714360672 79.1076211025938 80.3161401164114 5 6.79410072043538
"108" 48164.7474206754 36.4123896856327 28.3217464374439 8 10.6250149753808 25 49.0212481008898 10.6058237142861 74.3173460611013 5 67.3354295780882
"109" 52822.8955175225 54.3508718847297 17.9087383527664 7 7.75156848964388 34 64.8959021252273 54.2363303015009 90.5786340719194 5 48.3773013809696
"110" 51787.4143699551 59.0495708819944 4.0077165563347 6 6.12627235629764 32 63.380143278959 72.6171584101394 72.3431396905611 5 57.4633723124862
"111" 49623.611736989 47.0607164748944 20.0384217669112 5 7.26174671170593 26 45.1120537402411 36.4092299016193 84.773294750221 3 98.5929490532726
"112" 51621.0909191305 34.8135066486429 35.0059341881022 10 11.2805409911778 23 65.6025071935196 18.1740464642644 67.6095149941908 0 0.699610449373722
"113" 42718.4714623 61.8160640138667 4.28943300187484 6 8.12822215516001 37 74.2514575982197 61.5330586442724 79.1130688292756 1 77.7339323889464
"114" 42436.7430396814 53.0022769153584 11.8425694547409 5 5.28436124940067 34 47.8714759971612 81.6031628986821 55.4375355889677 0 71.3461922947317
"115" 25083.5138012778 20.9876956052613 23.4240224944703 4 3.32090062732347 18 52.0743734341354 34.8392927786335 55.3016586002979 3 69.9667254462838
"116" 44264.9940968927 23.0855648631696 39.021041435706 7 5.52260053366012 23 50.5295590494638 17.0074341120198 67.4626688553538 0 36.364466836676
"117" 42310.246131833 56.4825609039981 14.4927088386099 6 7.51853605181335 25 61.4100026964801 79.5883952174336 80.3688661640929 5 73.883330123499
"118" 90528.365005172 55.2746160868555 23.2730593274918 11 11.6666759682231 28 33.0544729048766 10.7322873314843 91.4967283596057 1 61.7609251756221
"119" 29568.2565321542 20.6840307030361 24.8302601779628 6 7.04803325063804 41 45.1992636747793 71.2990603642538 63.0003007902037 1 90.1406865566969
"120" 52058.8432783791 60.6581690297462 11.7913498937921 5 5.54995854626258 33 47.0034722625423 53.2497758511454 66.3836193929209 5 47.687121364288
"121" 27595.6239902556 51.9170148398262 8.40554801867525 4 4.5625999400262 24 62.4303510731985 5.44642379973084 66.9437238207187 3 95.4324360704049
"122" 27943.4638784481 60.4272287497297 -0.484330278054508 3 4.33802149004002 29 55.9733299620431 20.808697771281 90.3848433796561 5 52.7432148111984
"123" 51870.5357929551 43.1785704640206 24.9317611233133 6 6.02858733914906 25 40.4673669929079 89.0790454577655 84.8269464063883 1 83.2548234146088
"124" 35050.4129767394 34.3813487756997 22.0480278863526 6 5.81719201875361 30 46.7356948790901 85.6513301841915 67.1826399248152 0 6.62847692146897
"125" 49972.6607854294 57.1647887497675 8.83547146188053 6 6.25978047306793 19 66.3999532606358 86.4387021167204 70.6946390488143 4 90.1794929988682
"126" 43576.1167786128 55.1454625832848 4.26967759670518 5 6.40148602191 30 44.9237634350089 14.7084631491452 90.1194090447671 2 9.92637346498668
"127" 40794.9259032576 42.9762258364353 15.0170062857063 6 5.89500208802395 27 52.0913570207681 75.1525223953649 80.852879342694 0 84.9664315814152
"128" 19629.8323187134 54.5997917111963 11.158304308721 3 2.78993144258458 32 68.17738832045 69.7076045908034 103.076007243283 3 17.9000523639843
"129" 31628.7807446002 20.7428704893682 34.5898130713191 7 8.04960043677367 32 53.5591957248856 92.5762370927259 67.672705954182 2 91.9855932472274
"130" 52692.7466167691 39.5311900370289 24.1350276281962 7 8.38930847864406 27 51.4503815611766 83.7871357100084 71.2684327353499 3 37.5073808711022
"131" 58514.308916353 19.0495588965714 52.7071629455568 12 13.9692344864522 27 39.3867566168636 81.3224558252841 67.5997243454933 4 87.6406141091138
"132" 42606.8396966979 52.7747882453259 19.6991685892945 6 6.44491361821446 33 54.8237766478196 36.2547766650096 71.3004897073493 2 75.6272085243836
"133" 50000.9432609803 51.169643020723 24.2586341000049 7 8.33647093945118 24 62.5294280726739 22.5893486058339 100.592162254381 0 5.48733007162809
"134" 66843.3446506995 18.2682134897914 62.5761857621021 14 15.8401428991971 32 51.7757142696752 67.4275175668299 71.2812473641899 2 34.3740939162672
"135" 71597.8361446428 40.1254013467114 31.3813979112304 11 11.6638871060006 32 47.607193799124 7.24453069269657 50.417220939106 2 22.6137650897726
"136" 33543.2934739127 46.0201104625594 26.6631780650895 5 7.0146805937822 30 43.4777869067617 27.6399147231132 58.1402667140451 1 71.9872589921579
"137" 48240.2065962473 31.3476988468319 35.6884415944566 7 5.68575270683266 23 48.2952421629629 50.5122035974637 98.8446348956368 3 40.5495404964313
"138" 68022.4760137955 20.5953066556249 65.2000726078946 13 15.3113998781211 36 60.4872393781817 12.7874668687582 63.313836441227 0 21.5316970832646
"139" 42954.0562915055 35.7600916458759 27.1035059279749 6 6.74239950197266 27 51.3313195479155 99.5282964082435 60.3453484389959 0 49.1831973893568
"140" 49212.9577259151 42.9205224020407 30.1433732217909 6 6.50512494787423 33 63.0304026369397 0.977244577370584 82.8807728962928 2 93.6873028753325
"141" 48708.3905264437 29.7959692608565 35.5250415328318 9 9.1028459374244 36 59.2333052139609 69.6188664762303 67.3436099749434 5 97.5198590895161
"142" 36684.8147314035 62.372065148782 9.34813748340027 4 3.94352049987747 31 45.7814912014043 17.7067840006202 98.119253095754 1 49.5912723476067
"143" 43329.7399267289 38.5619487334043 23.2702096709468 7 9.27928647343739 34 43.7672133680728 6.99612023308873 72.0654292038476 5 65.1674635475501
"144" 49558.3268136764 50.950139957713 17.3403582752396 7 7.47063463504238 37 52.5688802960621 65.3641873272136 92.8355344841194 2 38.1435207556933
"145" 43791.9672641311 26.2648509216961 30.923757105983 8 8.16527784721445 39 54.3330449344397 42.8377259755507 72.6637751178825 5 85.6919847661629
"146" 66700.790350523 29.3728166674264 51.4132457880544 11 11.3404071467783 27 38.6747527841332 52.9562999494374 56.2690881598075 3 85.4635128984228
"147" 42785.1073751903 19.1131095960736 47.7751606564932 8 8.03557776805883 32 41.2604570312997 54.4784125406295 81.4619805100701 5 39.3113556550816
"148" 43502.4645109891 33.4522392884828 28.3830840592341 8 8.46016584314311 28 50.7603704233906 14.5371443592012 45.2933209770086 1 30.1312957890332
"149" 60452.9386482815 37.4152970009018 41.8927273589228 11 10.7528604474548 37 30.5436066755719 72.2712516784668 69.8844711539871 2 57.4309488292783
"150" 34154.4738024364 23.1114641176537 44.0760011186205 6 7.40588713329647 34 47.3144290775421 46.9091215403751 38.3393585391723 4 67.1051993966103
"151" 49389.5228727318 58.0464562289417 12.0166893659573 7 7.6630725526072 33 59.3232595522681 38.7506532948464 85.2326644372197 0 42.8959214361385
"152" 26726.8276647862 18.425817114301 25.2416140607152 3 4.52304796501256 28 40.9967184881976 0.784537219442427 99.7453630737746 2 4.07214318402112
"153" 67507.5432385352 63.5788858530577 2.52358418622603 7 8.7744320883335 36 44.5290291545881 94.9533937033266 74.4477948039466 4 43.7785383313894
"154" 45895.3144793888 55.8183945352212 6.79614678778279 5 6.78144590561175 32 62.8981401292553 79.0891911601648 81.4831856866184 0 17.4475851701573
"155" 42982.3201299162 41.5488667809404 32.3398098783414 7 6.13208313593653 26 45.8490365731052 69.8152970522642 75.9186409029867 5 96.3228249689564
"156" 31426.2150802068 61.906419537263 -12.7253975639506 3 3.68620294801759 30 42.6894636011417 19.2218562820926 96.954859936427 2 2.03344714827836
"157" 49883.5694933401 39.9890544684604 26.9498718240105 6 6.1286469610103 33 37.6873477695529 50.1325460150838 52.0750807137699 0 62.1150566497818
"158" 37995.7673307251 42.0159094028641 19.1315009089815 5 5.22576257358376 33 56.5678313357614 45.0231126276776 38.1644054539774 1 29.193724761717
"159" 41997.6150507435 57.1144244465977 8.11352602614503 8 7.91681701750591 37 46.4837737099249 12.4517096672207 81.5635075552513 0 64.2517825122923
"160" 69315.1286837688 25.5505310893059 50.3905830868618 10 11.3615229617004 33 52.9504891110728 65.9519320586696 88.342261238623 2 63.1278081797063
"161" 47367.1119463681 42.5039916720707 23.7527799614049 6 6.55304154112123 30 46.7507505790985 57.9439020249993 55.8427629482505 0 48.3280611690134
"162" 33923.2642377399 38.3776370761916 20.1535840233739 5 3.09609374421847 34 50.3319744847611 19.7541557950899 76.6436219777191 3 37.7722790464759
"163" 52448.1032370107 33.595449969871 41.3379847131334 10 11.7200225387352 31 55.6027937100637 0.463999924249947 75.7277560802772 5 27.4592271540314
"164" 44558.9237655808 39.0571162928827 27.2130565080505 7 7.64757197759531 26 37.3025414846626 92.8750887513161 58.9960392257567 4 22.9094626381993
"165" 58850.2032198101 19.934865932446 62.0047670896028 12 12.2074390388329 24 35.4231600200236 43.2506016688421 72.4524194105172 2 41.9756930088624
"166" 71486.3289159648 29.4381103853229 49.3016151267655 13 13.429012122433 29 45.7502501378915 62.0532091474161 63.2675767870997 3 82.6139827724546
"167" 35109.6123333576 22.8489738269709 30.8653378111114 6 5.58949324827104 24 43.2080947718992 16.2855449598283 71.3113775343974 4 11.2300863722339
"168" 56819.7544637042 35.0671545469668 37.1454323163425 10 9.36400441188707 31 61.1189476188231 66.6286082472652 76.5086924458705 4 20.3922102460638
"169" 51273.4708801773 48.9138755297754 18.9098401806544 7 7.72921619890502 39 49.820249525061 65.9434894565493 66.0652844303089 2 49.2210607277229
"170" 63433.4837339682 37.9768638864625 33.0026652369292 10 12.5600910905793 30 33.9280742155088 79.1138248285279 80.0599648181359 0 76.5788174467161
"171" 46553.327915806 21.3930519809946 50.5883819560961 10 10.9412353585077 35 35.7969947028046 75.2356836106628 85.3748964784992 4 22.5414541549981
"172" 62549.2860269092 50.2956359980162 16.5102599939962 8 9.36212281563743 36 46.8961893595867 82.1519922232255 82.8001370918704 3 71.539971511811
"173" 23824.1620799496 58.0809433187824 -4.56430034384597 1 -0.475360735390163 33 71.2973867719398 25.4239552188665 78.9376722919098 2 88.2797400234267
"174" 75341.8838197006 58.7592249838635 12.0165302595628 9 8.56761161334978 28 47.8431600518014 70.7057176157832 95.1120851045451 1 18.2333556003869
"175" 62971.6696777787 22.1868473940995 60.6848134867261 11 11.2590513513232 28 41.5798077849016 17.1804710291326 53.0062651136099 5 93.4499556431547
"176" 47738.3601667138 18.6127913226373 51.83657737558 10 11.4945605297992 31 48.5632131149692 99.1096212062985 80.8088187935393 5 57.3769545648247
"177" 28264.8930479125 37.8930352956522 11.5703015055421 4 3.21524836939217 32 41.4979442810763 63.6586774606258 97.6255039162049 3 12.0921504916623
"178" 59645.1305006297 63.7431471794844 0.353560955927636 6 7.15629919951028 31 57.9872587476836 27.3222994757816 74.1467617385204 1 16.1501107504591
"179" 57247.9079572215 41.4562001202721 22.0351216674728 7 7.44986496011551 21 43.1570929062148 21.3070908328518 67.895119947968 2 9.78450945112854
"180" 49904.6656036792 64.7486724092159 4.49067869719792 5 5.79255837060688 22 38.1334130519348 94.0719202859327 71.5408602325707 4 83.8321739574894
"181" 52271.8383929364 41.259445624426 28.1419394425916 7 6.56582901927892 30 46.0211280587223 4.22126778867096 60.3604232480743 3 31.3835808308795
"182" 41238.3654447529 23.782673262991 40.733391286125 8 7.55270719315327 23 44.4164780699195 8.78943304996938 52.206598450266 1 82.6088729780167
"183" 55532.1009894536 44.3381307928357 27.4540750529274 9 9.7280839218774 32 50.723785123669 16.3324359804392 58.0182676252775 4 47.6199248339981
"184" 54419.8150957927 29.2467487619724 38.3598200917623 10 10.6957725118823 29 56.4277644512334 30.5725058540702 100.98684932408 1 33.894369774498
"185" 45811.1093998614 52.0867748032324 13.48486848615 7 5.72386713755084 19 51.64403327545 71.0601230850443 96.8449172024115 4 55.0957047613338
"186" 29956.4501766027 54.9432875728235 -3.13218742123295 3 3.62933440464172 23 56.5804663079022 31.6214383812621 77.0494743583751 2 98.4687072923407
"187" 60511.2322766005 39.1397486233618 35.8091074114887 10 9.06088821415835 34 42.255802576912 58.888992946595 37.0909129706737 2 78.7545098457485
